company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
ביצועים,גשר,פנל מבודד - גשר - מעל חדר מדריגות,21500,3655,25155,93,2022-08-30T21:00:00.000Z,ענבה פנל מבודד,10019,7290,"העברה בנקאית 11.09.22 ע""ס 82,614 ש""ח עבור חשבוניות 10019, 10019",TRUE,2022
יזמות,גשר,ג'יוסי - 22-08,9877,1679,11556,93,2022-08-30T21:00:00.000Z,ג'יוסי,175582,20070,"שיק 10486 ע""ס 57,758 תאריך 04.09.22 חשבוניות 175638, 175582, 174347, 173079, 173629",TRUE,2022
יזמות,גשר,ג'יוסי - 22-08 - זיכוי,-1996,-339,-2335,93,2022-08-30T21:00:00.000Z,ג'יוסי,175638,,"שיק 10486 ע""ס 57,758 תאריך 04.09.22 חשבוניות 175638, 175582, 174347, 173079, 173629",TRUE,2022
ביצועים,גשר,יוסי רחמים - מכולות גשר,12050,2049,14099,93,2022-08-30T21:00:00.000Z,יוסי רחמים,10474,7221,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",FALSE,2022
ביצועים,בבלי,יוסי רחמים - מכולות בבלי,12050,2049,14099,93,2022-08-30T21:00:00.000Z,יוסי רחמים,10474,7221,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",FALSE,2022
ביצועים,צייטלין 2,יוסי רחמים - מכולות צייטלין 2,12050,2049,14099,93,2022-08-30T21:00:00.000Z,יוסי רחמים,10474,7221,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",FALSE,2022
ביצועים,גשר,מקרר ומאוור לפועלים בגשר (ענק המקררים),1300,,1300,93,2022-08-30T21:00:00.000Z,,15915,7296,"מזומן - שולם ע""י אייל",FALSE,2022
ביצועים,גשר,5 מזרנים לפועלים בגשר,750,,750,93,2022-08-30T21:00:00.000Z,,1019,7300,"מזומן - שולם ע""י אייל",FALSE,2022
ביצועים,גשר,שרלי - 22-08,6399,1088,7487,93,2022-08-30T21:00:00.000Z,שרלי - חומרי בנין,100778,7305,"שיק 10583 ע""ס 54,369 ש""ח 30.11.22 עבור חשבוניות 100778, 100896",TRUE,2022
ביצועים,גשר,אלומיניום - אחים מרואן תשלום 2 30%,68400,11628,80028,93,2022-08-31T21:00:00.000Z,אחים מרואן,875,7308,שיק 10487 30.10.22,TRUE,2022
ביצועים,גשר,אחים ונטורה,1257,,1257,93,2022-08-31T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,צייטלין 2,מ.ע - עבודות השלמה בצייטלין,40000,6800,46800,93,2022-09-03T21:00:00.000Z,מ.ע הובלות (חמיס),307,7316,שיק 10483 04.09.22 עבודות בצייטלין ובגשר,TRUE,2022
ביצועים,גשר,מ.ע - עבודות בגשר,40000,6800,46800,93,2022-09-03T21:00:00.000Z,מ.ע הובלות (חמיס),307,7316,שיק 10483 04.09.22 עבודות בצייטלין ובגשר,TRUE,2022
ביצועים,גשר,תעשיות בת אל - מסנן 1,30600,5202,35802,93,2022-09-03T21:00:00.000Z,תעשיות בת אל,118788,,שיק 10488 - 15.11.22,TRUE,2022
ביצועים,צייטלין 2,עץ לצייטלין מעליות 2,9860,1676,11536,93,2022-09-03T21:00:00.000Z,זוהר עצים,244863,7330,,FALSE,2022
ביצועים,גשר,אחים ונטורה,2052,,2052,93,2022-09-03T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,צייטלין 2,עץ לצייטלין מעליות 3,8092,1376,9468,93,2022-09-04T21:00:00.000Z,זוהר עצים,244908,7335,אשראי,FALSE,2022
ביצועים,צייטלין 2,אחים ונטורה,875,,875,93,2022-09-04T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,צייטלין 2,אחים ונטורה,138,,138,93,2022-09-04T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,צייטלין 2,אחים ונטורה,180,,180,93,2022-09-04T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,צייטלין 2,אחים ונטורה,1272,,1272,93,2022-09-05T21:00:00.000Z,ונטורה אחים,,,,TRUE,2022
ביצועים,גשר,פרפקטליין - השלמת ריצוף,831,,831,93,2022-09-06T21:00:00.000Z,פרפקט ליין,5582516,7351,אשראי,TRUE,2022
ביצועים,סטף,רם מדידות - מודד פוליגונים סטף,2000,340,2340,93,2022-09-07T21:00:00.000Z,,2278,7358,העברה בנקאית,TRUE,2022
ביצועים,בבלי,נגרות /מסגרות בבלי - תשלום 1,70000,11900,81900,93,2022-09-08T21:00:00.000Z,נגר אלסוריקי,403,7359,"שיק 10457 ע""ס 55,575 + 10458 ע""ס 22,230 + 10469 ע""ס 44,460 + 10470 ע""ס 44,460 (ניקוי 5%)",FALSE,2022
ביצועים,בבלי,נגרות /מסגרות בבלי - תשלום 2,54000,9180,63180,93,2022-09-08T21:00:00.000Z,נגר אלסוריקי,403,7359,"שיק 10457 ע""ס 55,575 + 10458 ע""ס 22,230 + 10469 ע""ס 44,460 + 10470 ע""ס 44,460 (ניקוי 5%)",FALSE,2022
ביצועים,גשר,נגרות / מסגרות גשר - תשלום 2,26000,4420,30420,93,2022-09-08T21:00:00.000Z,נגר אלסוריקי,403,7359,"שיק 10457 ע""ס 55,575 + 10458 ע""ס 22,230 + 10469 ע""ס 44,460 + 10470 ע""ס 44,460 (ניקוי 5%)",FALSE,2022
ביצועים,סטף,עמאר - הריסה סטף,75000,12750,87750,93,2022-09-08T21:00:00.000Z,ע.ס.ג הנדסה,25,7372,"שיק 10496 - 75,000 ש""ח + שיק 10495 - 8,363 ש""ח לאחר ניקוי 5% במקור",FALSE,2022
ביצועים,בבלי,נגרות /מסגרות בבלי - תשלום 3,33000,5610,38610,93,2022-09-09T21:00:00.000Z,נגר אלסוריקי,402,7381,"שולם בשיק 10497 - ע""ס 36,680 לאחר ניקוי 5% במקור",FALSE,2022
ביצועים,גשר,מ.ע - עבודות גשר,36300,6171,42471,93,2022-09-10T21:00:00.000Z,מ.ע הובלות (חמיס),314,7452,שיק 10493 11.09.22 עבודות בצייטלין ובגשר,FALSE,2022
ביצועים,צייטלין 2,מ.ע - עבודות צייטלין (הערכה),10000,1700,11700,93,2022-09-10T21:00:00.000Z,מ.ע הובלות (חמיס),314,7452,שיק 10493 11.09.22 עבודות בצייטלין ובגשר,FALSE,2022
ביצועים,גשר,"מאמין - גשר תשלום 4.1 (ל אי.אר גי חשמל בע""מ)",30000,5100,35100,93,2022-09-12T21:00:00.000Z,מאמין חשמלאי אחים עתיד,23437,,שולם בבשיק 10500 לתאכיך 301222,FALSE,2022
ביצועים,גשר,מאמין גשר תשלום 4,20000,3400,23400,93,2022-09-12T21:00:00.000Z,מאמין חשמלאי אחים עתיד,210,7388,"שיק 10501 סך 22,698 ש""ח לתאריך 13.09.22 לאחר ניקוי 3% במקור",TRUE,2022
ביצועים,גשר,אלומיניום - אחים מרואן תשלום 3 30%,68400,11628,80028,93,2022-09-21T21:00:00.000Z,אחים מרואן,895,,שיק 10521 15.11.22,FALSE,2022
ביצועים,הוצאות א,"גנץ קונקרייט דיזיין בע""מ",49000,,49000,92,2022-04-26T21:00:00.000Z,,,,שתי העברות בנקאיות -27.04.22 + 26.05.22 חסרה חשבונית....!!! ישנה קבלה 176 מתאריך 28.04.22,FALSE,2022
ביצועים,גשר,שפיר בטון - 22-05,6545,1113,7658,92,2022-05-30T21:00:00.000Z,שפיר בטון,262013912,6548,שיק 10462 לתאריך 10.08.22,TRUE,2022
ביצועים,גשר,מיני מחפרון אחים חוסם 5,1400,238,1638,92,2022-06-29T21:00:00.000Z,,749,6900,"שולם בשיק 10460 לתאריך 03.08.22 עבור חשבוניות 729, 749 סך 5,031 ש""ח",TRUE,2022
ביצועים,גשר,משאבות - אהרלה 22-06,3050,519,3569,92,2022-06-29T21:00:00.000Z,אהרלה משאבות,16851,6905,"שיק 10477 תאריך 22.08.22 עבור חשבוניות 16451, 16851, 16880",TRUE,2022
ביצועים,גשר,מוטי פרץ 22-06,1412,240,1652,92,2022-06-29T21:00:00.000Z,מוטי פרץ,18579,6908,"שיק 10559 ע""ס 6,375 ש""ח לתאריך 30.11.22 עבור חשבוניות 18579, 18875, 19030, 19185",TRUE,2022
ביצועים,,דור תיקון כיסוי בריכה,1100,187,1287,92,2022-07-10T21:00:00.000Z,,6007,6914,העברה בנקאית - 11.07.22,TRUE,2022
ביצועים,,מחסני חשמל - מאוורר,119,20,139,92,2022-07-11T21:00:00.000Z,,468156332,6915,,TRUE,2022
ביצועים,גשר,מ.ע הובלות חמיס תשלום 18,16000,2720,18720,92,2022-07-13T21:00:00.000Z,מ.ע הובלות (חמיס),250,6918,"שיק 10451 ע""ס 18,720 חמיס 14,000ש""ח + מוטיע/אחמד 2,000 ש""ח",TRUE,2022
ביצועים,גשר,מיזוג - גשר 2,15000,2550,17550,92,2022-07-13T21:00:00.000Z,מזגנים - גילי,1112,6923,"שיק 10452 - סך 17,199 לתאריך 14.07.22 - לאחר ניקוי 2% במקור",TRUE,2022
ביצועים,הוצאות א,העברה הלוואה לאייל 3,50000,,50000,92,2022-07-16T21:00:00.000Z,,,,העברה בנקאית 17.07.22,FALSE,2022
ביצועים,גשר,כל שלט - השלמת מדבקה שלט לגשר,200,34,234,92,2022-07-16T21:00:00.000Z,,5573,6934,העברה בנקאית 17.07.22,TRUE,2022
ביצועים,גשר,פיגומים למעלית,5000,,5000,92,2022-07-16T21:00:00.000Z,,1058,6935,שיק 10453 לתאריך 24.07.22,TRUE,2022
ביצועים,,שכירות מחסן - האצל 33 - תשלום 3 4 חודשים,3600,612,4212,92,2022-07-17T21:00:00.000Z,,1118,6940,שיק 10291 תאריך 15.07.22,TRUE,2022
ביצועים,גשר,חרש - השלמות ריצוף,1662,282,1944,92,2022-07-19T21:00:00.000Z,חרש חולון,269143,6949,שולם באשראי,TRUE,2022
ביצועים,גשר,ונטורה,147,,147,92,2022-07-23T21:00:00.000Z,ונטורה אחים,287848,6952,,TRUE,2022
ביצועים,גשר,ונטורה,236,,236,92,2022-07-25T21:00:00.000Z,ונטורה אחים,287917,6955,,TRUE,2022
ביצועים,בבלי,פנל מבודד - 50%,49110,8349,57459,92,2022-07-27T21:00:00.000Z,ענבה פנל מבודד,10013,6962,העברה בנקאית,TRUE,2022
ביצועים,גשר,ונטורה,410,,410,92,2022-07-28T21:00:00.000Z,ונטורה אחים,288053,6967,,TRUE,2022
ביצועים,גשר,מ.ע הובלות חמיס תשלום 19,19000,3230,22230,92,2022-07-30T21:00:00.000Z,מ.ע הובלות (חמיס),264,6970,שיק 10454 לתאריך 22.07.22,TRUE,2022
ביצועים,גשר,מ.ע הובלות חמיס תשלום 20,19000,3230,22230,92,2022-07-30T21:00:00.000Z,מ.ע הובלות (חמיס),265,6977,שיק 10456 לתאריך 30.07.22,TRUE,2022
ביצועים,גשר,מרכז הגבס - 22-07,21138,3593,24731,92,2022-07-30T21:00:00.000Z,מרכז הגבס,226006691,6980,שיק מס' 10490 לתאריך 30.10.22,TRUE,2022
ביצועים,גשר,שרלי - 22-07,29591,5031,34622,92,2022-07-30T21:00:00.000Z,שרלי - חומרי בנין,10657,,"שיק 10484 ע""ס 59,234 חשבוניות 10565, 10657, 100059 תאריך 04.09.22",TRUE,2022
ביצועים,גשר,יוסי רחמים - 22-07,4350,740,5090,92,2022-07-30T21:00:00.000Z,יוסי רחמים,10414,5995,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",TRUE,2022
ביצועים,גשר,משאבות - אהרלה 22-07,1700,289,1989,92,2022-07-30T21:00:00.000Z,אהרלה משאבות,16880,6989,"שיק 10477 תאריך 22.08.22 עבור חשבוניות 16451, 16851, 16880",TRUE,2022
ביצועים,גשר,מעודד - 22-07,2569,437,3006,92,2022-07-30T21:00:00.000Z,מעודד צבעים,7007372,6992,"שולם באשראי 11,052 ש""ח עבור חשבוניות 7372 + 7699 + 9052",TRUE,2022
ביצועים,גשר,שפיר בטון - 22-07,3980,677,4657,92,2022-07-30T21:00:00.000Z,שפיר בטון,262020937,6995,שיק 10464 לתאריך 10.10.22,TRUE,2022
ביצועים,גשר,ונטורה,150,,150,92,2022-07-30T21:00:00.000Z,ונטורה אחים,288070,7002,,TRUE,2022
ביצועים,גשר,פיגומים לחדר מדרגות,11000,1870,12870,92,2022-07-31T21:00:00.000Z,פיגום י.ש,100625,7046,"שיק 10491 ע""ס 25,740 ש""ח לתאריך 30.09.22 עבור חשבוניות 100625, 100632",TRUE,2022
ביצועים,גשר,ונטורה,426,,426,92,2022-08-02T21:00:00.000Z,ונטורה אחים,288232,7049,,TRUE,2022
ביצועים,בבלי,מ.ע הובלות חמיס תשלום 21,2400,408,2808,92,2022-08-03T21:00:00.000Z,מ.ע הובלות (חמיס),279,7052,"שיק 10461 ע""ס 18,720 לתאריך 06.08.22 עבור חשבוניות 279",TRUE,2022
ביצועים,גשר,מ.ע הובלות חמיס תשלום 21,13600,2312,15912,92,2022-08-03T21:00:00.000Z,מ.ע הובלות (חמיס),279,7052,"שיק 10461 ע""ס 18,720 לתאריך 06.08.22 עבור חשבוניות 279",TRUE,2022
ביצועים,גשר,ונטורה,328,,328,92,2022-08-03T21:00:00.000Z,ונטורה אחים,288270,7057,,TRUE,2022
ביצועים,גשר,השכרת כלי עבודה,300,51,351,92,2022-08-06T21:00:00.000Z,,6796,7060,אשראי,TRUE,2022
ביצועים,צייטלין 2,ונטורה,360,,360,92,2022-08-08T21:00:00.000Z,ונטורה אחים,288434,7063,,TRUE,2022
ביצועים,גשר,כל שלט - שלט לגשר,420,71,491,91,2022-04-26T21:00:00.000Z,,5356,6712,העברה בנקאית 18.07.22,TRUE,2022
ביצועים,סטף,כל שלט - שלט לסטף,420,71,491,91,2022-04-26T21:00:00.000Z,,5356,6712,העברה בנקאית 18.07.22,TRUE,2022
יזמות,גשר,מוטי פרץ 22-04,527,90,617,91,2022-04-29T21:00:00.000Z,מוטי פרץ,18283,19887,"שיק 10558 ע""ס 2,060 ש""ח לתאריך 30.08.22 עבור חשבוניות 18095, 18283, 18430",TRUE,2022
ביצועים,גשר,חרש - השלמות שרותים,2600,442,3042,91,2022-05-25T21:00:00.000Z,חרש חולון,266241,6406,אשראי 26.05.22,TRUE,2022
ביצועים,,קליר זכוכית,420,71,491,91,2022-05-28T21:00:00.000Z,קליר זכוכית,224002104,6719,שולם באשראי,TRUE,2022
ביצועים,גשר,מוטי פרץ - חומרים,100,,100,91,2022-05-29T21:00:00.000Z,מוטי פרץ,250379,6720,מזומן - אייל,TRUE,2022
ביצועים,גשר,משאבות - אהרלה 22-05,1700,289,1989,91,2022-05-30T21:00:00.000Z,אהרלה משאבות,16451,6723,"שיק 10477 תאריך 22.08.22 עבור חשבוניות 16451, 16851, 16880",TRUE,2022
ביצועים,גשר,יוסי רחמים 22-05,4080,694,4774,91,2022-05-30T21:00:00.000Z,יוסי רחמים,10336,6128,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",TRUE,2022
יזמות,גשר,מוטי פרץ 22-05,580,99,679,91,2022-05-30T21:00:00.000Z,מוטי פרץ,18430,19991,"שיק 10558 ע""ס 2,060 ש""ח לתאריך 30.08.22 עבור חשבוניות 18095, 18283, 18430",TRUE,2022
ביצועים,,"מזגן אלפא 1 כ""ס",1624,276,1900,91,2022-05-30T21:00:00.000Z,מזגנים - אטלס,4842,6726,"שיק 10459 לתאריך 01.08.22 עבור חשבוניות 4668, 4667, 4842",TRUE,2022
ביצועים,גשר,מ.ע הובלות - מוטיע תשלום 9,30000,5100,35100,91,2022-06-09T21:00:00.000Z,מ.ע הובלות (חמיס),211,8017,שיק 10432 לתאריך 10.06.22,TRUE,2022
ביצועים,גשר,מזומן 2000 לפועל מוטיע עבור ברזל,2000,,2000,91,2022-06-13T21:00:00.000Z,,,,"שולם ע""י אלי",FALSE,2022
יזמות,גשר,א-סטודיו,1000,170,1170,91,2022-06-15T21:00:00.000Z,הדמיות,5315,,העברה בנקאית - 16.06.22,TRUE,2022
ביצועים,סטף,מיני מחפרון מוסא -2 חפירות חשמל בסטף,2000,340,2340,91,2022-06-15T21:00:00.000Z,,159,6738,העברה בנקאית 04.07.22,TRUE,2022
ביצועים,גשר,מ.ע הובלות - חמיס תשלום 10 חמיס + מוטיע,42500,7225,49725,91,2022-06-16T21:00:00.000Z,מ.ע הובלות (חמיס),221,6739,"שיק 10438 ע""ס 49,725 לתאריך 17.06.22 (חמיס 12,500 + מוטיע 30,000)",TRUE,2022
ביצועים,גשר,"סט ממ""ד לגשר",9500,1615,11115,91,2022-06-18T21:00:00.000Z,מולטידורלוק,5522,6742,שיק 10439 תאריך 30.07.22 - חשבונית אצל אייל,TRUE,2022
ביצועים,גשר,"קידוחים מיני פייל - ממ""ד גשר",50000,8500,58500,91,2022-06-20T21:00:00.000Z,,754,6747,"העברה בנקאית - מקדמה 15,000 - 14.06.22 + יתרה 43,500 26.06.22",TRUE,2022
ביצועים,גשר,מ.ע הובלות - חמיס תשלום 11 - רק מוטיע,10000,1700,11700,91,2022-06-22T21:00:00.000Z,מ.ע הובלות (חמיס),228,6754,שיק 10441 24.06.22,TRUE,2022
ביצועים,,הדברה,600,102,702,91,2022-06-22T21:00:00.000Z,,1990,6765,שולם בשיק 10442 לתאריך 22.06.22,TRUE,2022
ביצועים,,צמיגים לרכב של אייל,644,,644,91,2022-06-22T21:00:00.000Z,,2566,6766,שולם באשראי,TRUE,2022
ביצועים,גשר,מ.ע הובלות - חמיס תשלום 12 - רק מוטיע,10000,1700,11700,91,2022-06-25T21:00:00.000Z,מ.ע הובלות (חמיס),229,6769,שיק 10443 לתאריך 26.06.22,TRUE,2022
ביצועים,,ארכה - 22-06,1647,280,1927,91,2022-06-26T21:00:00.000Z,ארכה,342204484,6774,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2022
ביצועים,גשר,פרפקט ליין - ריצוף לקומה 0,14475,,14475,91,2022-06-27T21:00:00.000Z,פרפקט ליין,5580821,6783,שולם באשראי - 25.06.22,TRUE,2022
ביצועים,גשר,גואטה אביגדור מחסן עצים,693,118,811,91,2022-06-27T21:00:00.000Z,,142894,6788,אשראי,TRUE,2022
ביצועים,גשר,מ.ע הובלות - חמיס תשלום 15 חמיס + מוטיע 25,40000,6800,46800,91,2022-06-28T21:00:00.000Z,מ.ע הובלות (חמיס),240,6789,שיק מס' 10444 תאריך 01.07.22,TRUE,2022
ביצועים,גשר,דלתות שהרבני - גשר 2,10553,1794,12347,91,2022-06-28T21:00:00.000Z,שהרבני דלתות,30861,6794,"שיק 10445 לתאריך 30.07.22 עבור חשבוניות 30864, 30861",TRUE,2022
ביצועים,גשר,דלתות שהרבני - גשר 3,27915,4746,32661,91,2022-06-29T21:00:00.000Z,שהרבני דלתות,30864,6797,"שיק 10445 לתאריך 30.07.22 עבור חשבוניות 30864, 30861",TRUE,2022
ביצועים,גשר,מרכז הגבס - 22-06,4538,772,5310,91,2022-06-29T21:00:00.000Z,מרכז הגבס,226005628,6802,שיק מס' 10465 לתאריך 30.09.22,TRUE,2022
יזמות,גשר,ג'יוסי - 22-06,23267,3955,27222,91,2022-06-29T21:00:00.000Z,ג'יוסי,174347,19986,"שיק 10486 ע""ס 57,758 תאריך 04.09.22 חשבוניות 175638, 175582, 174347, 173079, 173629",TRUE,2022
ביצועים,גשר,שרלי - 22-06,22602,3842,26444,91,2022-06-29T21:00:00.000Z,שרלי - חומרי בנין,10565,8562,"שיק 10484 ע""ס 59,234 חשבוניות 10565, 10657, 100059 תאריך 04.09.22",TRUE,2022
ביצועים,גשר,סומסום - לגשר,11800,2006,13806,91,2022-06-29T21:00:00.000Z,,100206,6808,העברה בנקאית 17.07.22,TRUE,2022
ביצועים,גשר,שפיר בטון - 22-06,31180,5301,36481,91,2022-06-29T21:00:00.000Z,שפיר בטון,262018211,6811,שיק 10463 לתאריך 10.09.22,TRUE,2022
ביצועים,גשר,יוסי רחמים - 22-06,3720,632,4352,91,2022-06-29T21:00:00.000Z,יוסי רחמים,10384,6519,"העברה 30.09.22 סך של 28,315 עבור חשבוניות 10336, 10384, 10414, 10474",TRUE,2022
